,Sample,20[80114-1-U3]R.mzXML Peak height,14[80106-1-U3]R.mzXML Peak height,16[80110-1-U3]R.mzXML Peak height,12[80104-1-U3]R.mzXML Peak height,15[80107-1-U3]R.mzXML Peak height,17[80111-1-U3]R.mzXML Peak height,13[80105-1-U3]R.mzXML Peak height,11[80103-1-U3]R.mzXML Peak height,25[50013-1-U3]R.mzXML Peak height,24[50012-1-U3]R.mzXML Peak height,21[50009-1-U3]R.mzXML Peak height,19[80113-1-U3]R.mzXML Peak height,18[80112-1-U3]R.mzXML Peak height,1[40011-1-U3]R.mzXML Peak height,10[40007-1-U3]R.mzXML Peak height,27[50015-1-U3]R.mzXML Peak height,26[50014-1-U3]R.mzXML Peak height,28[50016-1-U3]R.mzXML Peak height,31[60195-1-U3]R.mzXML Peak height,22[50010-1-U3]R.mzXML Peak height,30[50018-1-U3]R.mzXML Peak height,23[50011-1-U3]R.mzXML Peak height,29[50020-1-U3]R.mzXML Peak height,3[40003-1-U3]R.mzXML Peak height,39[60253-1-U3]R.mzXML Peak height,37[60251-1-U3]R.mzXML Peak height,2[40012-1-U3]R.mzXML Peak height,38[60252-1-U3]R.mzXML Peak height,33[60197-1-U3]R.mzXML Peak height,32[60196-1-U3]R.mzXML Peak height,40[60254-1-U3]R.mzXML Peak height,34[60198-1-U3]R.mzXML Peak height,36[60250-1-U3]R.mzXML Peak height,35[60247-1-U3]R.mzXML Peak height,4[40001-1-U3]R.mzXML Peak height,5[40002-1-U3]R.mzXML Peak height,6[40009-1-U3]R.mzXML Peak height,7[40010-1-U3]R.mzXML Peak height,9[40006-1-U3]R.mzXML Peak height,8[40005-1-U3]R.mzXML Peak height,45[Pr-EH0033]R.mzXML Peak height,42[Pr-EH0030]R.mzXML Peak height,41[Pr-EH0029]R.mzXML Peak height,50[Pr-EH0039]R.mzXML Peak height,48[Pr-EH0036]R.mzXML Peak height,44[Pr-EH0032]R.mzXML Peak height,47[Pr-EH0035]R.mzXML Peak height,46[Pr-EH0034]R.mzXML Peak height,51[Pr-EH0081]R.mzXML Peak height,43[Pr-EH0031]R.mzXML Peak height,59[Pr-EH0090]R.mzXML Peak height,52[Pr-EH0082]R.mzXML Peak height,63[Pr-EH0215]R.mzXML Peak height,58[Pr-EH0089]R.mzXML Peak height,55[Pr-EH0085]R.mzXML Peak height,53[Pr-EH0084]R.mzXML Peak height,49[Pr-EH0037]R.mzXML Peak height,69[Pr-EH0237]R.mzXML Peak height,64[Pr-EH0217]R.mzXML Peak height,56[Pr-EH0086]R.mzXML Peak height,65[Pr-EH0223]R.mzXML Peak height,54[Pr-EH0083]R.mzXML Peak height,57[Pr-EH0088]R.mzXML Peak height,62[Pr-EH0213]R.mzXML Peak height,60[Pr-EH0091]R.mzXML Peak height,68[Pr-EH0234]R.mzXML Peak height,78[Pr-EH0352]R.mzXML Peak height,61[Pr-EH0212]R.mzXML Peak height,70[Pr-EH0242]R.mzXML Peak height,66[Pr-EH0232]R.mzXML Peak height,71[Pr-EH0339]R.mzXML Peak height,80[Pr-EH0354]R.mzXML Peak height,74[Pr-EH0349]R.mzXML Peak height,77[Pr-EH0351]R.mzXML Peak height,76[Pr-EH0350]R.mzXML Peak height,72[Pr-EH0340]R.mzXML Peak height,73[Pr-EH0344]R.mzXML Peak height,67[Pr-EH0233]R.mzXML Peak height,75[Pr-EH0335]R.mzXML Peak height,79[Pr-EH0353]R.mzXML Peak height
,"71,0604","1,07E+03","470926,05","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","29314,57612","1,07E+03","1,07E+03","35427,2942","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","185016,2228","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","38869,66138","1,07E+03","583205,3205","1,07E+03","1,07E+03","1,07E+03","1,07E+03","27758,10469","1,07E+03","25313,07779","23129,41641","1,07E+03","14854,11334","337482,9777","1,07E+03","1,07E+03","30301,30279","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","15687,57059","3807,699038","25281,975","3807,699038","3807,699038","3807,699038","27376,91574","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","41697,85424","3807,699038","3807,699038","42119,81853","22156,13415","38850,88929","3807,699038","25947,95759","31700,66462","3807,699038","30318,94029","27447,49989","35896,11094","3807,699038","35864,06518","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"74,0719","50135,88772","78442,58393","43310,46819","100767,9705","139209,3375","61721,08415","33093,55469","107309,2737","2140,956948","84444,91384","74097,64955","315009,8478","63178,46987","1,07E+03","1,07E+03","94653,03661","39157,67857","55559,51384","32548,77679","25555,31071","78820,12109","94394,58884","42012,46049","68062,78929","73046,95089","92406,51183","62632,35246","94748,31384","57489,82634","72694,80536","239643,6125","35432,3942","100863,3652","64812,40402","66940,55759","54775,93214","37349,47054","47223,33616","44825,0346","132510,379","186236,525","261039,1808","84852,25022","246687,7379","130968,029","137854,7971","161190,254","31562,80904","186602,5232","89309,04018","188643,0929","102885,3964","84843,12946","83990,25313","3807,699038","78665,48884","98118,93237","158813,9004","96979,88616","119261,5672","285366,8199","129608,4549","82464,75692","329973,5951","66001,39955","193190,679","82000,4942","87751,03259","254969,4491","53743,53817","54418,11183","62928,74063","234213,933","176889,4386","168353,5406","36087,42924","48845,83438","55063,05313","119045,8161","38705,99844"
,"76,0585","297067,9268","154464,4545","110701,9132","149337,3225","161530,9458","147001,1458","1,07E+03","120995,6746","2471,556906","39693,66808","25167,28951","76593,62143","45435,92277","1,07E+03","1,07E+03","157765,5833","32187,68616","182635,4246","1,07E+03","1,07E+03","111668,5136","37189,15446","163625,0123","39978,47121","1,07E+03","1,07E+03","49935,62991","1,07E+03","100439,1795","33875,90379","43338,89308","28254,75513","47988,22991","25928,45502","39945,98147","91567,28259","57851,68683","200638,9121","54069,96384","106535,7145","36495,37612","46346,33728","47109,42779","159035,8969","115324,465","3807,699038","40501,53996","16024,99118","56511,76429","41684,03415","113496,2384","107634,5853","45516,7221","55275,76808","3807,699038","48839,84263","33402,41964","150403,0246","39039,99152","40899,21094","68297,28304","25948,73359","3807,699038","52211,42076","75993,15893","3807,699038","3807,699038","124058,0228","32984,97857","99147,19978","3807,699038","41109,91607","3807,699038","3807,699038","80005,03795","3807,699038","3807,699038","3807,699038","49617,44464","3807,699038"
,"76,0763","2,75E+08","1,04E+08","1,00E+08","1,40E+08","1,37E+08","1,31E+08","2,86E+07","1,44E+08","2279829,253","5,91E+07","5,94E+07","1,25E+08","4,74E+07","7850896,986","1,23E+07","1,32E+08","2,82E+07","1,64E+08","1,39E+07","1,60E+07","9,83E+07","6,30E+07","1,58E+08","7,45E+07","3,45E+07","1,04E+08","4,45E+07","4,96E+07","1,13E+08","6,76E+07","5,33E+07","3,81E+07","7,71E+07","3,51E+07","4,84E+07","7,11E+07","9,88E+07","1,83E+08","5,96E+07","9,03E+07","4,99E+07","7,11E+07","4,88E+07","1,36E+08","7,96E+07","1,33E+07","7,08E+07","2,44E+07","5,30E+07","4,66E+07","1,15E+08","1,06E+08","6,01E+07","4,47E+07","3,85E+07","8,49E+07","3,76E+07","1,10E+08","3,52E+07","6,11E+07","6,11E+07","3,18E+07","3,03E+07","4,61E+07","8,39E+07","4,18E+07","2,31E+07","1,14E+08","5,52E+07","1,10E+08","4,00E+07","4,21E+07","2,26E+07","6,19E+07","8,23E+07","2,15E+07","1,29E+07","3,32E+07","6,99E+07","2227224,225"
,"77,0733","779190,3179","320754,0442","253602,5509","370438,783","437331,6254","350870,1071","118297,4739","434353,8304","3464,599051","168767,9188","164712,6008","486905,8884","134852,8355","1,07E+03","35739,21004","455805,9152","59219,5721","422903,3714","42529,0404","32303,40759","264707,3808","139336,6545","464800,3237","161928,0922","102676,3522","398972,4027","111755,3926","139841,3757","306940,5554","200833,8388","144527,5824","86311,62779","184312,5299","48622,28058","188867,3353","176502,6078","300955,2712","484031,7563","175166,6944","256432,8393","196741,8125","213179,3183","185925,8703","366420,7946","202245,3627","31179,75882","281208,3826","44425,15893","157624,1848","124812,9045","428269,7933","307443,117","194303,9683","125210,7445","85518,77321","237203,902","106164,3194","318570,3022","73711,05714","178379,0321","182047,3027","72695,62958","88144,63036","79361,78304","240168,4808","79384,01964","105342,5795","300577,808","200532,1568","296932,2482","74680,60536","86672,9308","59232,78504","225938,8737","231011,0272","41288,4654","52514,71518","89566,61071","253996,2143","3807,699038"
,"78,0805","602601,8866","115859,7281","172801,1041","190647,7183","266978,5554","250797,2357","43266,35089","219799,0779","2369,119099","99739,8625","122056,9672","167364,4","55216,90692","1,07E+03","22743,68527","222947,2058","38790,42165","304130,0746","49584,30223","19458,18672","180550,0902","76730,2058","276843,0679","107171,803","51340,31875","201773,4607","71932,31719","68815,9317","202918,3074","106855,1838","93054,38348","50918,91496","120864,6094","73139,23259","108140,2487","135195,479","140301,3643","301363,7853","119742,5107","138885,8181","75800,82946","145500,7442","63202,38371","262467,9929","163038,7799","25201,37868","129911,3085","25486,81741","85663,58616","96240,83371","225550,1087","167357,3768","179240,4732","110438,579","71389,21563","84348,91518","58928,17232","206756,6315","93014,52969","80756,55714","125258,0694","44623,2798","38217,0625","113029,1286","182829,136","70231,11339","3807,699038","212434,979","70687,54821","225527,0288","79298,79688","86804,55","45844,8221","133974,9346","183685,1357","43659,66975","40531,45313","42191,48795","123281,5665","3807,699038"
,"80,9484","63776,68393","216994,2638","340562,8839","1146539,005","1,07E+03","51334,90379","386568,4527","354581,5866","1,07E+03","871117,2911","777082,4768","58321,92277","514669,0946","20418,50268","402655,3679","38883,91786","907509,5366","1,07E+03","100226,308","98094,37902","848010,408","503854,3982","277987,9817","597854,8938","893880,2","520865,0469","346056,9817","478637,8973","283591,604","341951,6629","96826,9808","284727,6839","117636,05","606830,4902","631477,4696","50740,45513","336380,8473","103266,0165","520115,2741","1,07E+03","354049,0763","74278,2442","54599,71205","3807,699038","465307,204","328632,0344","3807,699038","159190,4643","257679,902","239958,6888","485096,3179","395517,0116","3807,699038","257251,3435","627607,6848","127347,7375","685957,2223","198733,0438","39879,7308","201730,375","52521,38237","336691,2009","645201,7366","149208,5286","63517,27924","94659,02054","3807,699038","89068,83795","65238,72188","365113,5728","174876,4031","248798,1705","175303,8991","1470148,516","445476,0473","643853,6723","540895,6643","131565,4299","3807,699038","316545,4616"
,"82,9454","1,07E+03","60762,84196","151374,1759","326463,4438","1,07E+03","36219,34621","172593,4638","89536,56384","1,07E+03","244599,0598","263472,0134","1,07E+03","186031,0848","1,07E+03","127142,994","1,07E+03","298703,0181","1,07E+03","51513,8971","25599,70424","259742,9333","178351,7282","56866,29018","244696,7232","301567,0944","113569,6536","85559,78571","159607,6567","103670,954","122239,8191","39257,72433","105717,6156","27759,3019","198752,3297","193327,6641","19265,62567","89650,90402","41270,48259","205384,2417","30158,03605","128479,1297","3807,699038","23527,2202","3807,699038","117564,4362","88701,97277","3807,699038","47633,70201","73207,91964","73075,42589","64179,97857","103573,2665","3807,699038","109907,2665","203780,6853","3807,699038","243246,908","40405,1067","28001,40201","67714,62009","3807,699038","97357,88672","192743,9908","3807,699038","3807,699038","57938,39063","3807,699038","3807,699038","43601,77455","113814,4904","87299,91272","71787,43304","65912,85536","265320,7665","152880,8219","225341,2661","88597,28348","74830,37857","42815,40313","156245,6561"
,"83,0221","4,17E+07","5,33E+07","8,19E+07","1,53E+08","2,73E+07","4,14E+07","4,94E+07","1,09E+08","2506292,384","1,41E+08","1,11E+08","1,22E+08","1,47E+08","8930966,143","7,82E+07","1,71E+07","1,27E+08","2,20E+07","4,54E+07","2,73E+07","7,05E+07","9,94E+07","1,25E+08","1,16E+08","1,35E+08","4,48E+07","1,14E+08","2,46E+08","4,11E+07","4,44E+07","5,78E+07","1,84E+07","3,32E+07","3,66E+07","1,33E+08","2,02E+07","1,58E+08","2,10E+07","1,09E+08","1,83E+07","6,29E+07","4,05E+07","2,11E+07","1,57E+07","7,09E+07","5,94E+07","2,07E+07","1,67E+08","1,96E+08","3,08E+07","5,98E+07","1,09E+08","1,47E+07","5,67E+07","7,61E+07","5,12E+07","1,28E+08","6,04E+07","3,00E+07","1,04E+08","5,72E+07","4,73E+07","9,86E+07","8,25E+07","6,42E+07","1,89E+08","2,38E+07","5,26E+07","9,17E+07","7,58E+07","2,84E+07","1,30E+08","1,05E+08","2,34E+08","7,94E+07","9,55E+07","1,75E+08","3,32E+07","4,97E+07","3,75E+07"
,"83,0416","1,07E+03","83149,375","78225,65625","190248,2656","1,07E+03","1,07E+03","61026,79297","95847,33594","1,07E+03","147021,5625","88421,25781","145572,7656","138405,4844","1,07E+03","83869,44531","1,07E+03","126867,8516","29593,39888","1,07E+03","55422,75391","68150,15625","102594,125","121691,9141","121392,9844","143577,8125","1,07E+03","140517,3594","242762,0781","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","49011,53906","155597,4063","1,07E+03","117620,7031","51270,19141","105475,7656","1,07E+03","76230,73438","3807,699038","3807,699038","3807,699038","96299,625","65365,14844","3807,699038","143624,0313","198359,9063","3807,699038","3807,699038","119312,7109","3807,699038","3807,699038","95391,78906","3807,699038","103532,5859","95260,33594","3807,699038","114455,5","3807,699038","3807,699038","100646,7031","95821,125","86379,48438","219714,75","3807,699038","3807,699038","101280,4141","82068,98438","3807,699038","232629,6094","85014,29688","271975,5938","92370,30469","99251,78906","160248,0625","3807,699038","3807,699038","3807,699038"
,"83,0424","1,07E+03","1,07E+03","74648,06496","165007,6196","1,07E+03","1,07E+03","29641,58516","93157,2721","1,07E+03","132804,2241","45066,90513","146552,5397","147056,1366","1,07E+03","62774,60603","30267,13583","148306,1042","1,07E+03","1,07E+03","29447,26719","70164,2202","118096,8821","64324,44063","107001,0938","134846,9681","1,07E+03","119615,0721","218804,1625","19835,83337","27880,98471","1,07E+03","26300,68862","1,07E+03","23805,60469","123614,1672","1,07E+03","90156,78527","1,07E+03","95024,43192","1,07E+03","39447,07701","3807,699038","3807,699038","3807,699038","46774,10357","31748,78638","3807,699038","166930,1225","191503,9971","3807,699038","3807,699038","61634,44866","3807,699038","38777,78549","46789,1721","3807,699038","125364,2967","48295,51629","3807,699038","68198,94554","41348,80402","30842,14754","52468,99732","46483,75268","67217,2683","178873,6681","3807,699038","3807,699038","49193,34397","39862,07813","3807,699038","168655,7625","50382,87344","220593,9471","44865,57656","99153,98147","152860,1373","30614,29821","3807,699038","33045,27924"
,"84,0191","177832,5645","331407,5335","416007,0107","845936,7973","113580,5859","154430,1906","319974,5049","663894,2625","1,07E+03","829059,325","614305,9696","621715,483","784115,3571","1,07E+03","373825,9696","119454,3402","651185,2098","151865,3348","168824,7232","96007,15848","378972,1737","567242,4214","705978,4384","628852,5661","752997,3929","301927,6732","499857,3009","1475451,584","251909,629","284817,2801","234097,7683","95614,02522","189315,5208","182052,9789","747948,6313","102765,7673","776138,0071","131766,0116","623043,2187","87037,44933","313823,7451","234042,7252","113582,5081","101372,5705","385362,0996","330816,5942","89336,52924","820628,9679","1089376,394","207180,5071","339447,9089","616756,2665","55414,48259","276582,7469","462209,2661","310968,5379","679713,7804","319536,8786","183286,0879","555772,3589","372196,8234","257003,6058","530410,5884","428397,2161","393595,8333","1153332,782","170021,925","295343,5857","458101,0045","443891,6308","177963,6359","807730,033","617415,6089","1265497,961","443171,1723","520885,6786","863882,7054","183104,3056","201825,2562","213393,9363"
,"85,0515","1,07E+03","1116273,075","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","327861,4955","1,07E+03","1,07E+03","24092,90848","1,07E+03","1,07E+03","1,07E+03","1,07E+03","962891,7821","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","554381,1179","1,07E+03","25843,24442","32409,20982","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","163135,1842","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","43297,50871","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","85885,67969","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"86,0718","951813,1964","770675,958","241293,6842","698929,0393","595201,7571","638185,7214","494990,0223","1384762,739","70585,28962","966255,5982","2027819,252","818666,5304","1062459,645","191895,585","273076,1103","574073,7813","870811,325","495988,0469","636658,1982","167598,7161","577290,7304",1257135,"939953,3232","1345097,946","1662801,039","477780,8116","701094,1866","1213062,9","369292,2938","690627,358","1334989,379","315548,2819","410186,5772","303630,0339","733294,8429","271553,383","830351,1268","516656,8862","1275399,523","838552,7429","744944,35","1489924,793","590423,8089","1058294,796","1291295,241","117468,4429","1197021,173","178804,3734","1551205,236","1054031,695","913536,4554","1444132,689","825637,9071","1277613,821","821426,767","1525498,493","39424,70759","1848502,989","936893,9232","1119456,284","2128606,621","487022,9438","914067,8661","2126458,75","1146709,796","2247765,35","1436824,561","1032441,537","518115,2661","1363439,48","1072791,007","998857,2866","2159941,018","518518,9","2017379,068","668293,8438","908928,9768","1300013,05","807193,6679","755189,4375"
,"86,0969","210562,5973","389074,6585","88815,78929","605011,3665","2493125,646","310736,4223","820575,8446","238985,7924","32924,89079","5252101,286","626835,7482","496645,6116","2425543,025","646643,9054","447856,5321","401920,7527","344431,9344","511074,4018","1483755,479","154024,4435","1000824,589","1984878,932","9605735,243","434287,3656","2935525,018","338827,5969","595864,5232","3399721,507","260895,2955","979665,133","226579,2596","345474,4946","1657951,4","933113,3482","843892,7902","977688,8232","795109,0438","3731211,2","261825,0364","1113461,902","120339,4826","40444,98839","224035,1183","190487,196","417610,9839","97066,09821","384561,7607","88487,23728","138204,0263","43554,59196","608156,0295","2095200,389","1765259,286","72908,73482","232533,8759","1910032,611","193037,4621","62368,56786","132665,7915","241577,1846","539750,4094","42346,16138","404766,2205","550486,6625","198775,8978","129705,6545","83780,17411","6925581,457","290400,7603","3038852,757","261142,4475","52968,25469","195357,5549","236187,4558","82264,11786","3037599,329","729654,4295","298868,1527","339411,6732","92305,31161"
,"90,9771","1,07E+03","57803,85915","144514,2655","357737,3549","56531,74688","1,07E+03","291923,5201","55003,8567","41229,98237","180650,9051","189300,0004","51714,59576","55895,98862","1,07E+03","281967,7295","1,07E+03","327325,4393","1,07E+03","64440,97411","115613,9497","290746,7205","182598,5911","177636,8225","119261,2165","152164,6071","161338,8625","206211,967","148695,5922","111498,2665","119267,0109","1,07E+03","110372,65","118463,3749","227055,4304","231297,9962","32421,03013","148616,8951","41080,62143","219671,6266","1,07E+03","306769,2848","52384,63103","3807,699038","3807,699038","79396,10179","326223,1406","3807,699038","167144,4217","59199,09621","71933,46563","48134,0808","51903,21228","3807,699038","3807,699038","122916,0192","50412,3692","814000,2313","3807,699038","3807,699038","40595,38527","43067,22701","273331,592","532951,7455","66857,60759","3807,699038","55278,7596","102580,6444","3807,699038","247204,6996","102101,7799","39014,42701","117012,7478","136410,7866","846453,7366","132563,5563","316457,2705","505277,654","31625,21004","3807,699038","36723,08504"
,"94,0655","1,38E+07","1,07E+03","229043,9277","6807322,914","2,46E+07","2,41E+07","9180007,629","2,33E+07","390601,9942","3,37E+07","2,25E+07","6,28E+07",1676799,"752136,5875","1214440,659","1,72E+07","1,43E+07","596147,3723","54880,1817","4,40E+07","5908136,957","6,74E+07","2114340,064","6505804,4","1,07E+03","3,25E+07","2,00E+07","9139240,914","4869799,829","2,56E+07","4162588,857","52900,24241","4743387,779","28491,25246","1,09E+07","9631375,743","1,49E+07","3,36E+07","5756971,229","2,88E+07","1,50E+07","3807,699038","8678067,7","137783,4063","313160,6112","1,73E+07","857288,3116","6260041,129","1,14E+07","27442,02801","5795960,7","47117,27589","2539208,936","74068,23705","9268211,9","1,54E+08","2,90E+07","49893,78951","3,01E+07","6458494,971","2,75E+07","1,07E+07","54060,68304","4,74E+07","55034,77545","758161,8045","3807,699038","2,72E+07","2,24E+07","51483,92701","2,95E+07","5238828,714","8338049,629","4,43E+07","55291,97254","1,64E+07","3807,699038","3972836,607","3,13E+07","1288602,146"
,"95,0632","140096,7344","1,07E+03","1,07E+03","1,07E+03","101225,2813","124234,7656","1,07E+03","104822,7734","1,07E+03","123255,4922","71126,69531","212887,4219","1,07E+03","1,07E+03","1,07E+03","65829,71094","74922,53906","1,07E+03","1,07E+03","111310,4297","51649,76563","184089,0469","1,07E+03","66838,375","1,07E+03","159335,2031","78650,64844","63698,52734","1,07E+03","85676,35938","74590,96094","1,07E+03","1,07E+03","1,07E+03","68623,11719","41328,98438","95860,23438","109363,1641","1,07E+03","110970,8594","56747,78125","3807,699038","62814,21875","3807,699038","3807,699038","67609,98438","30961,26328","3807,699038","74617,10156","3807,699038","86554,50781","3807,699038","93631,07813","3807,699038","3807,699038","300927,0938","88932,58594","3807,699038","93760,00781","77047,78125","121931,7969","3807,699038","3807,699038","167756,7344","3807,699038","3807,699038","3807,699038","108767,5391","131167,8125","3807,699038","121307,8828","3807,699038","3807,699038","146870,2188","3807,699038","76524,8125","3807,699038","69771,0625","104428,875","3807,699038"
,"96,9221","87962,97857","503183,2812","303513,8911","1895778,446","190581,3442","170852,3","981333,0955","564189,3652","1,07E+03","922416,8554","946371,3857","178561,6848","222590,0306","1,07E+03","1104782,811","189510,6786","1211505,102","54147,22366","242486,6172","242352,4573","913416,4429","652215,3786","578510,3661","806334,1679","397250,725","945339,2232","1368278,936","417694,5116","410432,208","831309,6464","43927,48772","223846,2203","250103,0004","1088712,146","807814,8125","263007,0656","872578,1821","342476,7094","941768,5643","142788,1871","441339,0647","335896,6826","162007,346","77899,2442","365936,6884","608949,4429","132977,5911","420302,3661","386919,8848","338512,8766","215564,4268","295409,1516","47626,14129","266431,5746","476657,1094","318352,7058","1259893,882","280247,9866","66578,65134","564669,4241","239722,1629","678323,2402","320699,2379","620839,0018","123571,1188","263514,6085","108212,0504","183178,685","164707,067","472006,6357","772576,4214","417779,6429","423762,8786","801672,8464","530243,4067","754477,7339","576315,7563","389220,9813","177354,5007","84207,02835"
,"97,0431","1,07E+03","1,07E+03","29235,92835","404766,3893","39866,64688","1,07E+03","132380,2603","1,07E+03","1,07E+03","291138,1246","81905,52188","157289,8589","47883,91518","1,07E+03","401820,2549","1,07E+03","128272,7759","1,07E+03","46520,4317","139513,1018","75179,8058","164001,746","270801,2045","62364,81496","1,07E+03","1,07E+03","442311,8536","190439,9509","153859,5623","176834,6138","44402,25067","23948,52991","38901,10759","64837,24844","188460,1362","20038,81071","91736,65223","75163,80759","256637,3268","88392,88192","51184,01362","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","49339,32009","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","57730,04576","3807,699038","3807,699038","3807,699038","76423,53036","864693,8804","3807,699038","50235,94487","103123,6089","33662,88772","263987,2911","3807,699038","39036,55737","3807,699038","49779,82121","190626,6002","3807,699038","1417457,427","236036,517","188862,64","298681,4281","341178,5714","3807,699038","3807,699038","32777,56339"
,"98,058","735743,525","507814,2768","3542581,457","2512210,484","318577,6652","639112,9491","316686,5098","746619,9375","1,07E+03","608241,7911","556627,9955","997694,8125","362038,8933","34823,22121","199767,3446","241354,2467","349191,0987","1033126,531","73299,24152","81078,57054","676179,1259","308560,9817","3642731,55","484662,3165","685019,7071","378111,4607","623892,3451","882251,6982","1105950,605","285444,7616","226312,0857","162339,6677","230154,5621","239498,5766","624880,8009","175670,6509","890368,2366","206464,8067","892702,0268","177208,2949","508586,058","338147,5812","259464,5583","387488,0879","295907,4498","785220,1027","295030,7871","1092458,72","618141,8107","345573,7658","438527,0973","656906,333","73292,22902","360582,5375","382229,1906","306040,0417","4299681,707","239773,1629","254725,1967","756203,7518","186580,8071","934616,9839","542013,7955","235827,0143","1255938,112","397125,0714","212151,0429","373799,8547","1899476,955","667655,5018","320597,9241","605650,4438","214607,804","3338570,386","567764,2804","315963,1433","529922,8089","344358,0681","444113,2964","105870,2536"
,"98,9192","1,07E+03","103962,7487","96469,41819","634970,6063","52918,93951","51175,47188","306912,9491","124732,5138","1,07E+03","324136,0723","231893,0786","62156,12478","76575,51853","1,07E+03","306596,5326","38831,92746","366984,7857","1,07E+03","64978,02232","100659,1797","281299,5964","202666,9009","201728,8743","297904,2542","107070,6913","351687,642","406250,4353","131293,0871","143700,7607","258301,3518","1,07E+03","89282,45737","116723,2567","358216,558","238863,0609","79870,81596","261428,1788","130991,6616","287071,5946","45177,75804","188912,55","74951,17857","40278,04688","3807,699038","166206,6056","216971,2679","48691,45313","119842,1868","65545,51116","61776,725","93030,78929","94169,20223","3807,699038","61272,54598","95829,64509","179583,3587","347668,5621","131756,017","3807,699038","190559,0281","78489,36429","218532,0016","127069,1737","180323,6522","57489,29442","65610,0125","3807,699038","45538,10112","36139,25647","154079,9031","206929,6455","75689,16071","114819,9634","175625,1518","126473,0862","198086,0092","250262,6098","161160,99","3807,699038","3807,699038"
,"98,9959","1,42E+07","2,15E+07","9067364,214","2,63E+07","2,26E+07","1,52E+07","1,31E+07","2,37E+07","3023947,857","2,13E+07","1,36E+07","4,07E+07","9663470,957","1467201,298","2,09E+07","9065963,1","1,84E+07","5976979,914","1,01E+07","6485246,936","7774412,114","1,63E+07","3,63E+07","2,28E+07","9209668,7","1,17E+07","4,64E+07","3,31E+07","6248717,486","1,38E+07","5797933,114","2505584,775","8564520,829","6213497,314","2,13E+07","2,22E+07","6,13E+07","6813025,3","2,29E+07","1,04E+07","1,09E+07","2,07E+07","1,23E+07","3,81E+07","1,06E+07","1,57E+07","2,40E+07","4,17E+07","4,88E+07","5654502,4","7092706,243","1,91E+07","1,13E+07","1,11E+07","1,04E+07","3,51E+07","2,67E+07","2,03E+07","1,30E+07","3,34E+07","4,65E+07","1,04E+07","7299507,6","5,12E+07","2,10E+07","5,60E+07","6476788,3","2,52E+07","2,99E+07","1,35E+07","1,40E+07","2,95E+07","3,07E+07","2,11E+07","1,78E+07","1,20E+07","2,26E+07","1,19E+07","2,99E+07","869488,8018"
,"99,9929","61466,19799","80296,23661","58418,50848","107389,3453","100318,0855","88313,31696","59990,97746","131824,0566","1,07E+03","66917,40357","55182,33393","190958,5183","41995,57813","1,07E+03","94479,21339","58456,44821","57519,03705","1,07E+03","44615,48304","25556,67679","53882,03705","68969,72857","250539,5107","109458,3445","48895,43036","64325,74598","178992,4047","214189,3766","59737,95826","82154,24386","1,07E+03","1,07E+03","79145,14933","23590,48638","99989,49955","109877,3073","337654,4585","32718,48839","165600,3074","40709,20938","46470,59286","107365,2103","40969,10067","257858,2904","57643,37232","47492,09933","150941,4344","196799,106","294265,302","34308,1971","54431,38549","49647,38817","82891,32455","61573,54085","60503,53504","163462,6732","132912,8975","77866,8","41725,03906","163937,9085","290489,6348","70125,94141","33009,78415","243480,9321","94736,58616","263489,2714","68569,46964","86110,38839","127350,0147","89609,98058","89186,03549","152940,9978","191047,6938","53407,14308","111015,4473","49910,30759","136747,0839","34189,55379","164061,4134","3807,699038"
