,Sample,20[80114-1-U3]R.mzXML Peak height,14[80106-1-U3]R.mzXML Peak height,16[80110-1-U3]R.mzXML Peak height,12[80104-1-U3]R.mzXML Peak height,15[80107-1-U3]R.mzXML Peak height,17[80111-1-U3]R.mzXML Peak height,13[80105-1-U3]R.mzXML Peak height,11[80103-1-U3]R.mzXML Peak height,25[50013-1-U3]R.mzXML Peak height,24[50012-1-U3]R.mzXML Peak height,21[50009-1-U3]R.mzXML Peak height,19[80113-1-U3]R.mzXML Peak height,18[80112-1-U3]R.mzXML Peak height,1[40011-1-U3]R.mzXML Peak height,10[40007-1-U3]R.mzXML Peak height,27[50015-1-U3]R.mzXML Peak height,26[50014-1-U3]R.mzXML Peak height,28[50016-1-U3]R.mzXML Peak height,31[60195-1-U3]R.mzXML Peak height,22[50010-1-U3]R.mzXML Peak height,30[50018-1-U3]R.mzXML Peak height,23[50011-1-U3]R.mzXML Peak height,29[50020-1-U3]R.mzXML Peak height,3[40003-1-U3]R.mzXML Peak height,39[60253-1-U3]R.mzXML Peak height,37[60251-1-U3]R.mzXML Peak height,2[40012-1-U3]R.mzXML Peak height,38[60252-1-U3]R.mzXML Peak height,33[60197-1-U3]R.mzXML Peak height,32[60196-1-U3]R.mzXML Peak height,40[60254-1-U3]R.mzXML Peak height,34[60198-1-U3]R.mzXML Peak height,36[60250-1-U3]R.mzXML Peak height,35[60247-1-U3]R.mzXML Peak height,4[40001-1-U3]R.mzXML Peak height,5[40002-1-U3]R.mzXML Peak height,6[40009-1-U3]R.mzXML Peak height,7[40010-1-U3]R.mzXML Peak height,9[40006-1-U3]R.mzXML Peak height,8[40005-1-U3]R.mzXML Peak height,45[Pr-EH0033]R.mzXML Peak height,42[Pr-EH0030]R.mzXML Peak height,41[Pr-EH0029]R.mzXML Peak height,50[Pr-EH0039]R.mzXML Peak height,48[Pr-EH0036]R.mzXML Peak height,44[Pr-EH0032]R.mzXML Peak height,47[Pr-EH0035]R.mzXML Peak height,46[Pr-EH0034]R.mzXML Peak height,51[Pr-EH0081]R.mzXML Peak height,43[Pr-EH0031]R.mzXML Peak height,59[Pr-EH0090]R.mzXML Peak height,52[Pr-EH0082]R.mzXML Peak height,63[Pr-EH0215]R.mzXML Peak height,58[Pr-EH0089]R.mzXML Peak height,55[Pr-EH0085]R.mzXML Peak height,53[Pr-EH0084]R.mzXML Peak height,49[Pr-EH0037]R.mzXML Peak height,69[Pr-EH0237]R.mzXML Peak height,64[Pr-EH0217]R.mzXML Peak height,56[Pr-EH0086]R.mzXML Peak height,65[Pr-EH0223]R.mzXML Peak height,54[Pr-EH0083]R.mzXML Peak height,57[Pr-EH0088]R.mzXML Peak height,62[Pr-EH0213]R.mzXML Peak height,60[Pr-EH0091]R.mzXML Peak height,68[Pr-EH0234]R.mzXML Peak height,78[Pr-EH0352]R.mzXML Peak height,61[Pr-EH0212]R.mzXML Peak height,70[Pr-EH0242]R.mzXML Peak height,66[Pr-EH0232]R.mzXML Peak height,71[Pr-EH0339]R.mzXML Peak height,80[Pr-EH0354]R.mzXML Peak height,74[Pr-EH0349]R.mzXML Peak height,77[Pr-EH0351]R.mzXML Peak height,76[Pr-EH0350]R.mzXML Peak height,72[Pr-EH0340]R.mzXML Peak height,73[Pr-EH0344]R.mzXML Peak height,67[Pr-EH0233]R.mzXML Peak height,75[Pr-EH0335]R.mzXML Peak height,79[Pr-EH0353]R.mzXML Peak height
,"120,0906","72102,34286","92463,40982","50213,77656","76766,60402","157013,1067","90668,86384","58432,72634","359550,3221","1,07E+03","86839,66384","243826,9234","200525,0705","89977,1067","1,07E+03","34414,35603","67480,03929","121044,1688","340608,804","128259,1754","43712,93862","35013,01786","97164,97232","46747,98884","247263,9462","164279,3817","223455,1661","32173,94576","1,07E+03","40360,00737","155163,7915","714018,5875","42383,69799","146685,6478","101947,1542","95747,37723","21552,20915","342819,0636","55095,7933","32552,875","63192,68839","74300,40781","201638,4438","74604,74353","93641,00134","1025440,555","3807,699038","69309,66786","19151,30067","212922,333","46521,12232","528223,4732","346404,3375","430884,0964","133322,0393","203659,0098","317687,5027","3807,699038","183241,0366","40800,86518","1155923,646","70378,88438","3807,699038","27555,63772","933115,8875","54853,27768","947676,6339","166145,2714","109578,1083","43547,86786","221328,6734","148032,4741","54464,99085","56422,76473","3807,699038","94295,13705","33137,96719","3807,699038","69624,61563","53281,64286","433000,0545"
,"121,0721","9,73E+07","3,65E+07","1,48E+08","3,48E+07","3,07E+07","1,89E+08","8978953,957","6,91E+07","2,45E+07","4,71E+07","1,51E+07","4,87E+07","1,06E+08","1,19E+07","7635060,386","1,85E+07","2,50E+07","2,23E+08","2,90E+07","1,06E+07","2,31E+07","5,39E+07","7,44E+07","1,79E+08","2,29E+07","3,09E+07","1,20E+07","5,80E+07","3,95E+07","3,84E+07","1,81E+07","2,93E+07","2,55E+07","1,04E+07","4,07E+07","1,34E+07","1,22E+08","1,53E+07","3,94E+07","3,17E+07","5,56E+07","3,41E+07","4481156,407","4,81E+07","5,89E+07","1,22E+07","4,74E+08","3,56E+07","3,44E+07","3,80E+07","4,44E+07","6,09E+07","1,77E+07","8,62E+07","2,09E+07","5,52E+07","6205151,964","1,71E+08","1,21E+08","3,33E+07","5,79E+07","7343232,047","3,13E+07","8,00E+07","1,18E+08","9,51E+07","3,62E+07","2,04E+08","5,65E+07","4,08E+07","1,84E+07","5,65E+07","5,61E+07","3631370,793","5,15E+07","2,11E+07","9180628,271","1,40E+07","1,40E+07","3,45E+07"
,"122,0636","375490,8214","111026,0665","278522,4576","50403,55045","341119,5379","2060990,707","169543,7415","1,07E+03","1,07E+03","540442,6563","42299,10402","134262,1036","1,07E+03","177027,6382","229798,9511","303818,8741","392732,2955","1,07E+03","36324,75759","38752,50558","108811,5335","150773,6504","90779,37746","53792,42076","338526,0281","1,07E+03","398653,4473","351701,8857","1,07E+03","56823,22478","1,07E+03","151385,0143","52680,63973","551760,6973","141354,094","47065,75982","394802,1661","93618,78304","1,07E+03","62341,14018","3807,699038","3807,699038","31529,74632","3807,699038","203439,4509","3807,699038","3807,699038","253111,7384","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","79938,23125","3807,699038","60873,72522","100908,3444","3807,699038","54333,13839","3807,699038","3807,699038","152123,9959","717632,5563","47287,78438","3807,699038","242103,3205","3807,699038","681676,0643","3807,699038","291488,2665","48920,23973","205378,7513","255380,9063","3807,699038","58283,13772","193907,3484","47970,49375","3807,699038","290067,9879","46716,87656"
,"122,0691","1006615,788","415749,1746","1729236,704","353305,0201","341777,202","1981860,336","86297,96629","679546,0411","373858,7205","453274,5594","174470,5156","523920,1071","1405648,452","118337,3536","60866,47366","186424,7708","272129,3161","2736722,046","297550,9326","84027,62266","271415,9862","598424,8348","575276,008","1949947,179","235053,0741","209862,8446","134575,8027","522853,4607","433146,9533","396151,2935","167346,9317","283855,8938","254081,1478","108723,533","444308,6063","109816,744","1089627,52","174304,6022","360903,8304","400097,9116","579505,7987","382040,6857","81451,4154","487285,9964","559966,1509","117823,7594","5137596,229","350099,8313","380522,9554","399745,4446","445525,8839","653413,3027","207133,7911","1052841,907","255304,8277","523282,4911","45734,11339","1754159,629","1245932,013","265803,9819","672771,0821","58379,37746","275708,3071","859500,1625","1233369,006","1120382,029","303948,0393","2445788,332","555914,2866","424532,3451","77876,4308","542820,3902","506592,9723","53349,49866","349829,4366","164841,5105","136003,7188","189019,6094","113506,8522","222100,8185"
,"122,9246","1,07E+03","71940,2433","1,07E+03","114341,2779","213772,2036","1,07E+03","119811,3145","1,07E+03","418011,0875","1,07E+03","1,07E+03","43402,47612","1,07E+03","1,07E+03","268148,2109","1,07E+03","46563,15558","1,07E+03","1,07E+03","49314,00223","28346,5798","1,07E+03","75006,1933","1,07E+03","1,07E+03","72860,10268","383158,6384","1,07E+03","1,07E+03","110114,8718","1,07E+03","1,07E+03","42837,96228","98494,22076","35997,60246","140335,9951","86087,76473","45177,08259","53214,61808","48570,81004","48367,0567","55445,87567","3807,699038","385685,4522","48705,22768","117476,2138","3807,699038","95002,69051","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","120794,7469","202294,0504","3807,699038","3807,699038","3807,699038","152989,7634","116120,579","3807,699038","96955,87991","3807,699038","3807,699038","3807,699038","3807,699038","171890,9817","3807,699038","141912,6998","54480,64375","3807,699038","3807,699038","56977,91339","37189,78058","63724,80357","51186,35491","3807,699038","3807,699038"
,"124,087","126332,1915","93102,04821","40288,46317","42638,125","136504,1406","210472,0683","55831,60871","178787,45","1,07E+03","147362,8069","64210,44196","143176,5232","378745,3621","103072,6592","44109,86585","234360,7622","120440,8746","165793,0855","68696,98482","37688,28281","86424,33772","104862,4125","70154,63616","257956,3065","163033,0335","81930,27054","71905,64129","210234,6089","60097,19754","68194,9308","224999,2893","86216,93415","116985,8625","58924,35379","75434,2442","229104,0544","189058,3562","80550,24911","106204,3433","78514,11295","128095,269","139971,4991","57163,08817","445308,1902","134516,2978","29866,89967","431886,2446","40371,34576","304735,6304","122038,1951","202549,3388","324229,225","292916,0525","207959,4011","108295,4768","196416,5935","26227,74989","313685,5732","93800,80759","252156,1188","179995,2268","33497,73728","88402,39063","300601,9094","187884,0297","264851,2004","126613,5031","418955,4058","54331,06272","99149,54018","131905,1277","123325,4929","370627,7004","71429,73482","177950,5857","66896,17455","96042,73036","158036,9016","55947,60335","62723,35558"
,"126,022","62080,22813","1,07E+03","33276,47924","1,07E+03","73150,55982","56649,74129","359482,2906","1,07E+03","18182,1394","47754,55201","40295,92344","55503,50491","33813,94487","339779,9487","40046,475","1,07E+03","128341,9402","1,07E+03","107945,4237","190074,383","51470,49777","64425,93214","1,07E+03","46892,88728","1,07E+03","1,07E+03","1,07E+03","45899,79509","691134,0571","116811,6929","38151,86674","1,07E+03","137740,2417","211509,3522","40526,56563","1,07E+03","1,07E+03","66451,33036","44633,09018","49317,7817","3807,699038","3807,699038","3807,699038","3807,699038","140543,896","28340,00179","3807,699038","3807,699038","3807,699038","133982,4699","3807,699038","3807,699038","3807,699038","56968,6279","3807,699038","3807,699038","31176,14632","72180,45938","41941,09464","3807,699038","59031,57031","3807,699038","52045,67455","116623,7795","70210,62991","3807,699038","3807,699038","34271,90134","3807,699038","103815,8964","3807,699038","39718,15112","492633,2688","3807,699038","53871,18237","3807,699038","54783,51696","207963,0036","3807,699038","3807,699038"
,"126,0527","317832,3902","289756,9143","430894,8616","572373,5732","117721,2509","157133,975","395460,8188","549208,0804","39757,50536","241962,8821","828444,467","611418,0661","1269302,548","1,07E+03","536229,1562","118957,2647","3600683,536","357933,5929","181231,4902","1,07E+03","1,07E+03","285901,9929","3160760,136","902066,6393","871929,9634","663761,3071","470709,4857","1068857,529","343405,2045","320351,3643","201844,825","146810,4973","98123,24107","1,07E+03","805563,6884","70775,25759","775584,8375","1,07E+03","330008,2545","89711,59554","662217,4598","206630,0411","471493,7036","99161,72098","880869,1661","549067,3652","347583,7134","1266260,889","1618374,643","98870,4442","1108135,763","2518515,75","253052,1121","1072989,716","2946435,636","547178,4732","517380,1946","614771,1759","276819,5489","1405151,213","306184,8281","359119,7451","1437968,043","489501,3902","222715,3384","2138575,57","203639,6777","277633,4063","1144344,05","376395,2625","375332,9933","780169,1018","463223,8705","4630322,489","736482,6348","680315,342","1349246,72","469784,1045","943432,1964","245641,4098"
,"126,0663","342885,6201","264647,383","260191,0938","330451,5728","241982,3009","279603,8754","206012,2121","238557,7393","90092,28248","301226,4241","461928,2107","284600,3313","403712,5674","36067,7654","91366,70491","214752,1969","297454,1652","237260,3493","140229,7138","71688,82902","175586,1415","351087,5804","235427,9143","307006,8208","477910,3942","95767,63304","343660,5335","346410,8355","142502,3078","194898,6297","244234,8089","81611,92723","129186,231","53869,09152","302843,9955","98228,78917","317279,0103","159033,5049","193042,8232","175245,3328","198177,4417","253642,5585","205881,5569","454475,1491","200856,4616","155576,7396","1360265,252","152951,3625","473764,5143","224451,7362","221098,9866","310543,1223","171606,6938","277380,281","324812,1763","399444,9348","153120,8911","538192,7938","319432,8607","303294,829","430225,696","292133,8884","329731,9964","350258,6938","315933,8634","498962,3915","110621,9826","367397,9442","396950,3728","310216,4911","199859,4065","315278,0893","458388,5464","643412,8795","351648,8741","270062,1871","324579,0308","349618,0277","574921,9589","300033,5031"
,"126,1026","143235,0574","172360,283","75475,61429","120037,0911","83581,62321","280162,96","280395,8353","181232,8214","15141,23214","280146,5283","606724,4875","237769,2125","285204,4558","35727,2683","137152,8545","277381,7924","177958,4324","93325,12835","85266,58125","42864,22121","113717,3068","298201,3616","145520,7234","275900,7598","510938,633","103111,0107","396875,1455","391936,2187","82063,70859","171644,1259","239732,5333","96835,4644","192279,306","202252,7471","180556,0886","233622,1156","174984,1223","273906,2781","177942,1875","172592,5205","340330,2192","228285,5473","244869,6054","719130,4759","237680,3223","462341,4027","414792,9866","81538,33694","448366,1335","254398,8395","260712,4446","619527,7661","420398,4759","256793,9969","193686,2248","799569,508","267951,5786","392962,942","159713,5897","336821,5415","401078,3384","554917,9107","819893,0179","323187,0098","223677,6754","323538,1411","329232,904","232190,4647","593098,5143","282333,1417","505994,2527","341702,7844","561826,3071","770794,9196","459117,5853","209176,9208","251827,6438","296737,4792","1269184,727","67535,73304"
,"127,0367","1,07E+03","92137,14643","101889,6875","112042,1482","1,07E+03","49405,63147","109495,1647","55449,70446","1,07E+03","215839,8929","205997,0056","140350,3152","117572,6757","1,07E+03","198915,6446","1,07E+03","347931,1357","46887,78348","68015,02679","75342,06473","120759,353","68679,62813","125893,8388","139769,6219","152176,75","131296,2973","208459,3449","456536,4772","82806,36406","56290,53281","63528,10826","56247,96429","32168,84196","139420,4246","202653,5696","16916,78158","178906,8049","30230,79263","106713,5536","39918,04531","181898,4783","73759,6683","39988,29554","3807,699038","3807,699038","192294,5641","117503,1121","178987,2011","591770,9964","155619,5781","51961,88504","355867,0263","3807,699038","135385,2013","53273,65513","64560,83929","142300,7141","3807,699038","117509,4154","202558,5812","106499,4978","120510,8603","210645,1261","64161,85536","171335,6205","182925,5152","194232,2737","50807,06138","105258,2549","139147,3583","103058,229","194693,8196","185133,3897","521133,8134","237174,9241","209254,7835","1353440,448","137184,6781","54027,78728","303518,0272"
,"127,0479","72373,37902","167322,6723","280454,4402","595564,9643","47624,53996","47113,29911","154263,5795","214412,6768","1,07E+03","295333,1799","275292,1013","184912,3022","260284,2112","1,07E+03","233850,154","1,07E+03","513731,0116","54313,64531","104999,6728","140978,6554","429811,4455","316459,279","287359,246","314227,1759","221853,4464","144799,7362","197273,2368","284504,6808","123683,581","141827,4656","76690,73393","117977,5165","47420,27813","176788,7252","572462,2143","33638,91317","428161,3719","106303,256","292524,8103","115334,7109","140160,9408","97730,44241","41729,52813","3807,699038","185284,9054","3807,699038","68035,53304","94635,29676","168967,0279","102769,4007","78737,60223","3807,699038","3807,699038","57250,10313","181175,7638","3807,699038","26966,61049","66183,975","3807,699038","110516,7268","63624,85268","73093,07567","107859,8246","104332,075","64775,23661","96675,54688","3807,699038","3807,699038","47881,61563","155632,1545","41598,28661","147278,8868","82533,57321","3807,699038","76242,70045","76162,66763","299307,5692","123722,3848","3807,699038","34454,71964"
,"128,0819","879165,4036","660881,9339","506599,6714","1086531,121","582154,7286","946267,4286","834173,767","1212672,548","92123,83069","1040697,013","2233503,982","2549451,668","1565582,745","387555,9192","451976,183","952847,9054","859354,8411","737809,9714","842323,3705","315227,079","1016157,704","2263862,525","1740147,043","1015428,307","2052113,757","497805,9259","818560,1107","1026328,829",366944,"904125,4929","2921054,989","928658,1786","772200,3036","501386,617","905450,2929","506484,1625","838838,6768","824034,8125","2060504,864","1201791,232","837011,5893","1283906,35","618820,2786","882139,6679",737293,"153795,279","2373465,698","187155,0234","1577589,232","1685133,182","835367,7134","979093,1304","794154,0643","1725805,229","757187,8393","891986,2821","37642,55737","1527549,889","1363974,261","1290240,65","1155798,33","365505,1786","1111392,034","1238239,227","1988910,093","1600098,182","1095033,832","1361297,961","435191,2308","625317,1089","952909,4893","605596,2938","1316736,72","461889,2893","1203114,43","477948,7009","838576,55","1086689,668","774906,925","1321978,761"
,"129,0659","1914957,975","761430,7527","2151384,239","1846865,304","3903280,736","1631915,7","654215,9964","2115686,064","467562,2884","3499058,636","2557878,407","2410578,893","4699625,864","1183749,511","746308,2786","1729616,975","3535043,357","1815495,382","2409299,668","2875382,057","2491378,236","3667346,264","1793296,161","2059177,768","2406705,161","717316,0196","972863,4196","2309421,893","1241919,159","2254880,161","2987488,275","685210,75","1203964,18","2962892,964","2617668,329","1293184,768","3955827,036","1900556,161","1390164,07","1310859,907","619040,2321","1377442,664","534628,5161","1008971,277","2726825,693","121822,6009","1302593,741","301627,9147","1257511,798","1608749,852","992764,8429","1903267,421","1403599,688","731379,4768","860388,9804","2508624,021","56244,30647","1679411,543","1076206,613","3055763,764","1191556,48","319530,158","595595,0964","4491398,971","2391414,739","2385806,739","506986,1629","1861933,489","442911,6116","2328285,457","782390,5062","864704,9482","2439709,057","308645,8973","1250924,475","899980,1643","957783,0821","1640926,293","624859,3991","1145985,15"
,"129,9611","1,07E+03","615341,9","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","195660,1357","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","907410,4089","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","314402,2143","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,0692","180351,2473","1721407,796","122870,4531","81056,46295","158038,6857","128016,9156","40784,44955","182517,3549","33775,96127","183419,9397","95289,05268","78634,16786","224135,554","35083,54888","33939,78281","110480,5358","143004,4996","523608,3991","124825,7121","172545,7688","135153,4501","175661,7681","127374,0317","81902,63795","208796,6384","1422285,255","63331,56741","107569,2317","44686,09375","57034,16897","154761,2239","33754,83571","46880,56228","144118,2408","145437,5786","73889,38504","870756,5366","58260,7","75427,08616","60666,02165","42132,70513","80084,52589","35118,23951","3807,699038","89734,60625","3807,699038","172663,596","19432,53683","76026,00357","61898,86317","62849,68683","79274,47589","105086,6991","85929,81585","60490,14754","154716,0317","3807,699038","67420,48214","48730,70112","184987,8317","79851,30714","3807,699038","73455,53326","163188,6616","115606,3721","119965,4103","66461,06741","94359,39821","3807,699038","70089,17857","42908,72478","45829,46897","110987,7027","3807,699038","62950,25246","41554,64442","56709,35134","133657,179","44577,61629","52251,64018"
,"130,0814","1,07E+03","728636,9375","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","248024,0469","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","934460,6875","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","23625,61339","1,07E+03","1,07E+03","1,07E+03","491750,125","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,0824","1,07E+03","617182,4183","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","170218,3223","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","636175,6563","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","423605,1821","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,0878","1,07E+03","526303,8763","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","880297,0625","70077,30469","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","542041,4473","1,07E+03","1,07E+03","1,07E+03","1,07E+03","76160,79688","1,07E+03","40571,97991","38587,80859","1,07E+03","1,07E+03","587296,0839","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","50352,94888","3807,699038","3807,699038","70356,33594","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","52035,91094","3807,699038","3807,699038","60337,78504","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,1353","1,07E+03","790453,2911","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","166888,1795","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","787442,2616","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","443554,625","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","47908,65625","24920,49163","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,1486","1,07E+03","1856536,732","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","598289,483","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1446703,379","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","895458,3259","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,2561","1,07E+03","557943,2545","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","26104,5606","1,07E+03","46993,11138","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1073054,336","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","434286,2991","1,07E+03","1,07E+03","1,07E+03","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"130,2572","1,07E+03","342569,8125","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","53744,68359","1,07E+03","77394,29688","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","399665,6875","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","1,07E+03","156112,4688","1,07E+03","1,07E+03","1,07E+03","3807,699038","49279,14464","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","70878,71875","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038","3807,699038"
,"131,1179","1348244,805","207332,7589","1399785,279","1378549,47","1845167,396","1203884,782","2430852,839","1100666,468","24413,48371","2945686,036","4055532,886","1142236,798","1821221,296","859152,6","1166162,534","1805076,146","1218466,371","353157,633","1163187,596","815940,7696","1836952,282","2491539,818","1907257,818","2048063,861","2478573,693","1,07E+03","2958670,879","3133117,964","1449309,032","1275539,766","2023630,486","3377013,107","1251253,796","1132290,891","1632752,793","1597927,998","740301,7348","2774523,929","1738079,398","2055166,929","2164228,439","1251868,257","1752661,543","3146762,368","1390431,339","2790669,036","3729268,907","1377112,121","2666904,104","1807010,861","1255236,811","1343569,614","1921647,025","1712755,357","1536916,748","2279693,139","1582101,662","2110524,471","1340363,454","3961487,014","2679423,157","4316700,05","3511848,571","1721548,746","1572171,729","3070684,789","1079202,996","1321831,311","3621454,886","1877524,439","2376995,236","3993828,907","3303593,521","6897290,343","3093559,371","3298642,864","2090843,896","3409681,871","8521313,114","2341412,298"
