Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104
Metabolite Name,54C,29H,6H,37H,56C,154C,68C,10C,9C,78C,52H,62C,88C,34H,56H,132C,66C,13H,31H,11H,74C,1C,130C,10H,114C,9H,35H,112C,21C,142C,45H,118C,41H,170C,52C,122C,108C,40H,64C,72C,98C,148C,116C,96C,166C,17C,140C,60C,49H,36C,20C,100C,33H,8H,81C,14C,164C,152C,28H,23H,44H,134C,7H,158C,168C,3C,146C,54H,57H,94C,12H,34C,42H,136C,46H,172C,55H,120C,14H,35C,24H,48H,20H,156C,16H,48C,30H,17H,27H,50H,144C,110C,21H,15H,160C,45C,19H,70C,39H,150C,92C,58C,47H
Factors,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy
387.2457,2.861,3.835,1.654,3.117,0,5.795,3.352,2.657,2.085,2.494,4.132,2.123,1.305,2.4,5.929,3.512,3.456,2.722,3.976,2.359,1.569,3.129,3.409,1.904,2.373,5.395,4.409,2.513,3.035,5.223,3.43,2.608,2.484,2.01,7.566,4.334,4.447,4.594,5.226,2.063,2.752,3.616,5.096,0,0,4.274,1.04,2.517,2.333,1.607,0,1.23,3.905,2.011,0,2.265,2.156,2.295,2.534,5.177,2.16,3.03,2.321,4.411,2.859,1.435,1.348,2.235,3.245,1.095,4.566,1.436,0.647,2.272,1.374,2.357,2.531,0.946,0.743,0.91,1.692,1.606,1.034,0,0.831,2.884,2.118,0.601,1.416,2.2,1.601,1.022,0,2.919,0.862,1.319,4.604,0,1.937,0.875,1.484,1.586,0.684
481.351,5.508,26.974,8.655,11.353,19.298,19.647,21.192,11.209,14.873,10.056,22.129,16.751,6.68,12.467,22.951,10.575,14.941,17.372,17.692,14.899,14.385,26.963,18.499,15.037,11.202,28.591,20.794,17.001,16.816,31.539,29.264,21.614,20.221,19.206,17.037,22.884,13.821,31.305,19.828,5.761,9.672,28.202,41.015,9.283,10.637,17.497,12.799,14.993,5.564,12.89,2.9,10.075,28.142,10.434,3.319,25.502,15.777,27.246,20.734,33.261,6.731,18.048,13.556,29.803,15.447,10.661,4.871,15.735,16.853,2.977,22.08,9.569,7.343,9.959,6.576,28.75,13.931,16.885,6.008,6.881,9.566,17.897,27.415,5.403,13.837,38.918,14.851,8.23,17.756,24.612,23.265,11.855,7.622,33.777,9.664,8.132,14.164,6.963,27.095,6.121,11.565,19.327,7.571
508.3423,507.561,520.742,531.749,557.518,767.11,337.478,555.315,564.273,419.625,194.343,304.638,628.135,508.191,453.462,387.952,551.321,596.466,356.499,610.118,429.742,604.028,657.994,485.807,559.25,1035.158,528.435,551.715,588.227,479.194,808.352,524.055,1128.64,708.327,463.649,511.016,665.448,638.513,358.444,717.83,571.291,1123.015,556.242,728.62,791.446,670.16,1064.108,916.984,921.471,330.99,1016.925,939.425,1106.285,1017.858,1029.782,1179.059,1045.73,946.745,1006.496,1062.817,409.15,351.429,589.263,619.393,680.672,413.93,1013.573,860.473,692.305,588.327,751.579,371.557,896.335,485.466,693.886,709.69,847.299,461.136,1071.975,1150.219,1270.348,1032.244,763.817,1139.573,853.369,1229.694,836.741,1351.476,1579.574,620.153,840.654,925.092,917.464,713.352,773.829,670.882,848.327,470.793,1172.833,845.836,1546.279,794.679,704.328,1030.232
282.1116,0.125,0.133,0.064,0.049,0.083,0.09,0.113,0.063,0.074,0.077,0.098,0.109,0.082,0.059,0.066,0.026,0.024,0.048,0.065,0.056,0.027,0.053,0.121,0.04,0.123,0.101,0.038,0.041,0.103,0.037,0.037,0.164,0.003,0.111,0.08,0.018,0.085,0.048,0.202,0.041,0.054,0.098,0.107,0.027,0.029,0.056,0.03,0.363,0.061,0.091,0.123,0.062,0,0.066,0,0,0.043,0.151,0,0.091,0.058,0.09,0.073,0.078,0.13,0.03,0.072,0.086,0.091,0.045,0.043,0.091,0.028,0.023,0.15,0.025,0.181,0.048,0.062,0.058,0.122,0.041,0.091,0.092,0.054,0.076,0.038,0.032,0.096,0.062,0.109,0.042,0.032,0.052,0.124,0.121,0.33,0.024,0.023,0.09,0.007,0.105,0.077
523.3591,0,2.324,5.684,6.611,8.322,0,5.047,5.746,3.082,5.098,4.783,10.569,3.25,6.038,4.701,2.638,5.494,3.82,5.822,1.083,1.741,4.189,1.541,2.513,0.412,2.178,2.254,1.25,2.622,2.993,2.583,3.003,3.879,3.302,1.006,1.717,1.781,2.485,2.656,3.28,3.241,3.32,0,7.548,2.272,1.743,2.177,0,0,2.505,0,5.328,5.61,5.854,4.382,9.254,3.852,6.418,7.086,2.277,1.154,1.705,2.216,1.255,0.788,1.29,1.131,1.156,0.214,0.498,0.926,0.485,0.224,0.242,0.965,1.452,0.796,4.995,2.361,2.72,1.755,6.109,3.324,1.62,4.792,4.716,5.657,3.92,2.489,5.585,1.866,3.123,1.242,2.606,2.559,1.214,2.395,9.276,3.948,0,2.341,1.926,5.647
275.0222,9.557,11.328,13.631,8.308,15.572,10.953,9.224,7.9,12.104,9.515,9.962,10.918,8.011,8.913,0,0,14.189,8.116,11.534,10.117,5.13,13.596,5.586,9.143,10.293,4.948,0,12.728,11.254,7.762,9.242,6.983,6.359,13.445,3.271,7.871,10.964,6.475,12.352,9.506,4.278,2.705,10.197,0,7.145,4.876,8.622,9.916,6.117,8.373,7.096,9.177,3.582,8.208,7.479,11.358,9.111,7.429,4.017,8.132,6.477,6.688,7.595,9.073,5.025,15.555,3.173,4.577,8.37,3.463,7.462,4.004,9.481,15.925,9.725,10.99,3.113,6.603,6.072,6.603,7.798,4.165,9.765,7.995,7.985,9.311,5.319,5.272,8.23,6.048,3.44,4.143,9.874,7.676,7.037,3.905,7.793,3.685,5.731,10.27,0,6.138,5.843
465.3042,12.415,58.407,97.693,109.911,47.648,22.235,31.404,77.245,48.448,119.126,58.411,56.104,61.357,114.9,68.669,35.429,20.765,36.699,46.366,18.977,53.975,134.618,115.382,30.769,35.037,76.785,60.457,55.366,50.407,51.938,23.602,72.476,19.244,71.665,17.124,82.698,92.042,113.304,16.36,25.729,54.879,31.626,61.082,117.716,129.475,50.11,153.997,73.909,25.803,62.437,70.517,62.565,49.089,81.822,149.497,79.772,88.335,33.915,86.83,30.735,29.423,25.667,25.785,46.244,35.761,33.881,151.043,32.57,38.683,33.86,18.991,47.96,50.8,35.335,26.722,24.634,21.029,62.392,47.148,26.559,19.422,80.732,49.075,46.844,64.829,42.686,84.857,65.567,78.133,53.434,21.436,44.627,67.023,66.808,95.042,63.744,99.701,118.15,37.082,43.099,32.937,84.742,49.995
494.3278,5.012,3.925,4.997,5.067,7.318,2.662,4.818,6.162,2.933,1.688,3.094,4.541,4.127,4.24,2.518,4.428,5.87,2.131,6.504,3.547,3.792,5.6,3.526,3.367,8.824,3.777,3.968,3.255,2.043,6.352,3.163,10.861,4.292,2.527,4.678,5.462,6.823,2.409,4.804,2.842,9.536,2.805,6.834,3.202,3.668,9.81,6.865,6.2,1.423,4.276,7.618,5.704,8.772,10.467,3.848,8.126,5.747,4.491,6.48,2.563,1.52,2.765,3.889,5.144,2.813,6.656,6.565,4.41,3.408,3.837,1.706,4.574,1.512,4.231,3.9,4.333,3.99,2.954,8.526,4.974,6.015,3.145,6.008,3.719,6.518,3.971,8.627,10.022,3.42,4.484,4.857,3.096,3.158,4.015,3.568,3.105,1.853,4.536,4.305,8.836,3.66,2.194,4.536
555.4372,0.253,0.452,0.147,1.979,0,1.54,0.083,0.053,0.099,0.428,0.444,0.099,0.101,0.303,1.331,0.202,1.182,0.469,0.259,0.054,0.152,0.84,0.213,0,0.056,1.8,3.986,0.138,0.098,0.596,0.028,0.103,0.412,0.465,3.401,0.027,0.197,1.391,0.061,1.745,1.513,0.482,7.089,2.323,1.932,7.095,0.334,0.963,0.234,0.349,0.206,0.093,0.884,0.327,0,0.964,0.097,0.475,0.584,0.485,0,0.042,0.356,0.313,0.383,1.902,0.02,0.124,0.02,0.245,0.471,0.166,0,0.066,0.068,0.129,0.115,0.526,0.02,1.667,0.026,0.157,0.373,0.19,0.116,2.869,4.468,0.511,0.305,0.323,0.031,0.18,0,0.184,0.181,1.323,1.367,2.697,5.86,0.07,0.072,0.047,0.022
288.6187,4.023,21.258,11.598,6.339,6.515,6.852,26.009,46.03,3.933,51.382,22.016,2.52,11.475,13.124,22.386,3.666,6.85,32.841,8.588,3.885,9.211,24.255,25.012,9.01,4.869,11.713,1.11,6.647,5.716,5.699,11.449,20.001,3.214,38.998,16.335,11.605,28.423,22.81,19.053,6.046,4.055,19.859,3.901,23.672,3.176,16.297,2.206,122.823,5.611,23.389,13.987,2.8,3.841,19.622,20.651,13.996,7.341,20.924,18.497,3.073,21.145,7.444,23.679,21.943,31.391,6.894,11.224,5.129,13.134,2.843,11.915,8.924,11.33,9.095,6.738,6.148,31.327,15.356,5.654,4.524,12.672,14.67,14.065,18.522,18.908,5.232,7.213,2.791,30.966,9.508,38.488,6.639,8.594,33.313,25.192,25.034,54.039,2.626,1.814,5.411,15.693,15.805,14.509
506.3261,6.407,8.465,29.372,13.214,15.133,7.875,15.412,17.09,10.274,14.928,10.996,21.719,14.614,13.797,9.919,17.793,16.998,12.731,14.256,9.479,13.46,33.504,8.381,18.141,15.256,13.376,18.794,14.064,6.313,15.731,8.463,23.332,21.932,18.609,8.386,10.279,20.67,12.607,15.045,58.343,23.888,19.215,13.974,58.948,11.412,19.959,16.059,14.149,6.017,15.566,15.668,23.172,23.081,16.155,44.649,28.569,18.06,18.83,20.947,13.648,10.504,7.993,39.378,20.054,6.294,25.102,25.664,14.163,4.154,14.634,9.136,15.509,6.952,14.248,18.262,10.279,8.661,28.355,15.33,13.529,10.975,18.116,12.371,7.939,27.341,13.804,50.083,19.952,9.698,11.852,6.918,8.781,6.122,12.406,10.397,8.641,15.814,43.188,26.026,9.549,11.033,9.229,23.891
580.3638,6.515,5.022,14.112,5.723,7.618,2.961,7.462,6.533,4.255,3.874,4.841,7.804,5.262,6.787,3.845,11.839,8.773,5.012,8.526,9.519,5.325,11.18,3.441,10.528,10.421,7.675,7.254,11.958,4.304,8.715,3.54,12.814,16.965,5.131,4.62,5.753,10.567,5.089,6.215,12.105,12.51,4.88,9.637,15.19,5.689,10.56,8.092,9.567,4.585,8.514,8.907,11.948,12.268,8.054,18.583,14.977,7.721,7.894,10.549,7.002,5.37,4.665,10.91,9.216,3.085,14.052,10.878,9.958,3.141,6.559,3.548,8.407,4.931,7.584,13.918,6.299,4.757,12.447,12.165,6.52,11.953,8.449,9.727,5.581,18.801,7.183,30.023,13.428,8.271,10.375,6.593,6.026,5.911,9.957,7.163,6.206,6.5,17.605,18.009,8.095,8.511,6.532,11.118
582.5825,11.202,12.535,12.207,13.211,18.281,7.039,12.883,14.138,8.587,2.375,5.786,14.861,9.881,9.199,8.994,13.111,14.288,7.72,16.319,8.322,11.805,12.195,8.817,11.09,23.026,10.835,9.762,12.033,8.206,17.653,10.822,27.14,16.302,8.459,10.539,11.986,10.14,5.336,14.067,10.324,22.938,10.893,11.125,12.647,12.058,21.495,17.069,17.065,4.296,17.427,16.564,22.364,23.887,22.987,21.768,21.903,17.605,20.864,22.005,5.151,4.617,8.575,9.061,9.782,5.402,18.591,13.336,10.203,8.959,11.683,4.474,14.726,5.744,10.827,11.373,12.946,6.823,19.607,23.756,26.816,20.023,13.926,22.844,15.181,23.625,13.404,28.839,34.278,11.257,16.286,18.312,15.517,10.549,12.505,9.438,17.396,5.73,18.069,15.913,32.813,13.002,10.279,17.915
512.2682,0,0,0,0,0,0,28.461,18.881,0,28.48,39.859,0,0,0,0,0,0,14.665,19.31,18.796,22.815,0,27.169,21.668,0,35.107,0,0,22.011,0,15.989,38.825,0,23.557,16.067,0,20.506,0,20.002,20.132,23.837,64.649,0,36.488,0,0,0,0,0,0,65.759,16.501,0,23.254,22.419,0,0,37.613,15.648,8.135,13.594,27.603,0,14.111,57.049,0,0,32.144,15.588,3.82,0,19.93,5.632,21.27,5.855,6.609,12.083,10.588,19.626,0,21.819,9.283,34.51,33.876,13.569,0,11.792,7.761,23.448,21.411,42.469,0,35.99,17.937,33.915,28.94,39.229,10.364,0,11.813,44.186,46.105,48.184
582.4985,3.295,3.888,3.775,4.265,6.013,2.068,4.256,4.529,2.574,0.575,1.75,4.786,3.119,2.872,2.861,4.218,4.632,2.472,5.563,2.2,3.202,3.543,2.351,3.132,6.776,3.133,2.821,3.493,2.09,5.366,2.976,8.421,4.968,2.297,3.216,3.452,2.746,1.369,3.862,2.702,6.544,2.932,2.514,3.33,2.972,6.203,4.941,4.641,0.912,4.694,4.409,6.42,7.361,6.779,5.807,6.073,4.882,5.846,6.471,1.05,0.951,1.99,2.058,2.166,1.107,5.026,3.245,2.433,1.984,2.893,0.765,3.518,1.139,2.591,2.807,3.104,1.54,4.863,6.58,7.436,5.222,3.579,6.405,3.904,6.586,3.16,8.444,9.933,2.818,4.167,4.774,3.713,2.295,2.95,1.982,4.783,1.166,4.911,4.4,9.001,3.238,2.468,4.597
202.0469,24.158,26.302,27.675,16.699,26.632,18.328,0,15.282,20.893,0,15.984,38.65,0,17.475,16.438,21.161,23.614,13.885,15.327,29.307,20.524,17.789,20.019,20.098,18.805,17.77,13.071,15.71,27.107,13.844,16.115,32.581,11.17,15.216,14.012,23.046,27.982,16.437,26.191,13.513,23.317,16.475,0,0,24.25,24.104,16.464,18.602,26.225,0,22.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.218,19.187,18.442,19.855,0,25.639,14.707,22.297,0,0,19.299,10.212,0,17.263,16.268,20.41,0,20.72,0,0,0,0,0,0,0,21.647
554.2977,0,0,4.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.456,3.572,1.099,1.417,1.478,0.99,1.575,0,0,0.911,1.109,1.905,0.608,1.603,0.808,0.816,1.465,0.725,1.164,1.917,1.555,1.24,0,6.101,0,1.453,0,1.349,0,0,0,2.241,2.288,2.486,4.47,2.744,3.009,2.155,1.98,4.47,2.879,2.161,3.965,4.02,1.415,2.665,6.081,1.852,0,1.99,3.253,2.999,1.108,2.259,2.141,1.451,1.452,3.241,1.081,1.286,0.795,3.063,1.019,0.662,4.066,1.224,4.723,0.994,1.237,1.123,0.65,0.847,0.261,0.656,0.34,1.036,1.946,4.435,1.675,0.464,0,0.466,1.687
596.392,0,1.52,1.3,1.016,2.003,0,1.269,1.265,0,0,0,1.687,0,0,0,0,0,0,1.748,0.916,1.003,1.242,0.668,0.877,2.194,0.643,0.743,0.742,1.229,1.228,0.681,2.742,0.973,0.612,0.815,1.034,1.297,0.348,1.411,0.577,1.507,0.669,0.847,0.825,0.702,1.604,1.016,0.913,0.46,0.906,1.767,2.093,1.935,1.357,1.567,1.298,0.984,1.304,1.353,0.455,0.248,0.564,0.462,0.624,0.197,0.874,0.599,0.732,0.542,0.517,0,0.639,0.346,0.569,0.605,0.399,0.444,0.718,2.251,0.813,1.858,0.806,1.23,0.666,1.312,0.368,1.814,1.649,0.598,0.722,0.86,0.259,0.152,0.461,0.248,0.886,0.285,1.115,1.044,1.985,0.559,0.483,0.687
480.4957,6.519,4.87,14.258,10.464,18.026,4.989,10.447,9.181,8.25,1.381,4.298,13.135,6.926,6.552,6.85,7.77,9.735,7.58,11.021,6.959,8.003,7.067,4.864,10.115,14.242,10.704,7.712,9.648,2.389,13.349,6.805,20.446,10.642,8.88,8.223,7.54,6.274,4.074,14.336,12.447,20.115,10.988,10.655,13.701,9.674,21.973,22.574,14.857,5.132,9.756,14.97,12.653,14.609,17.916,13.981,13.445,10.941,12.008,14.361,4.59,3.152,4.135,9.157,7.731,3.881,15.128,14.862,9.314,4.97,7.433,3.569,10.368,2.686,8.164,8.957,7.785,6.116,14.853,18.296,19.439,13.789,8.255,15.391,12.917,14,7.03,19.963,31.42,10.215,13.163,14.995,7.395,9.937,10.453,13.876,14.627,6.37,13.996,11.194,20.427,6.807,6.595,17.384
313.1229,9.577,10.467,9.615,5.904,5.058,7.816,4.781,4.742,5.027,3.86,5.996,6.286,4.931,8.6,7.188,5.759,6.86,4.84,6.226,7.193,42.202,5.499,3.254,4.321,4.675,5.088,9.101,5.401,6.098,5.302,11.202,3.946,8.163,7.088,7.98,5.707,20.336,7.012,5.813,9.004,3.603,15.898,5.305,2.567,8.811,6.25,4.402,6.446,5.988,5.462,4.783,3.104,5.143,3.13,2.516,3.405,4.483,4.184,4.049,5.484,4.203,3.252,5.617,2.848,5.949,3.576,3.329,4.985,5.332,2.283,6.824,1.685,4.479,4.047,5.462,12.387,4.669,2.284,4,2.212,3.929,2.448,2.227,4.617,3.873,3.966,3.526,2.45,2.765,4.282,4.6,4.102,2.403,2.383,9.866,3.307,2.86,2.227,12.353,2.492,2.563,3.613,3.116
480.4194,2.351,1.704,5.088,3.662,6.695,1.798,3.858,3.392,3.229,0.31,1.455,5.025,2.302,2.293,2.6,2.914,3.841,2.757,4.244,2.022,2.361,2.059,1.314,3.045,5.05,3.622,2.128,3.252,0.449,4.646,2.182,7.677,3.652,2.679,2.944,2.132,1.714,1.085,4.831,3.837,6.34,3.857,2.85,2.459,2.526,6.947,6.395,4.428,1.17,2.323,4.131,3.875,5.255,6.277,3.652,4.234,2.985,3.909,4.554,0.94,0.669,0.869,2.363,1.742,0.719,4.203,3.796,2.49,1.098,1.627,0.686,2.704,0.353,2.037,2.255,1.676,1.519,3.449,5.861,5.866,3.902,2.028,4.42,3.654,3.975,1.569,6.675,11.05,2.604,3.676,4.823,1.549,1.929,2.276,2.839,5.212,0.72,2.261,3.134,6.334,1.444,1.116,3.576
511.2797,6.813,5.61,9.097,8.63,4.678,5.639,7.485,4.926,4.558,10.852,10.307,4.511,5.236,4.359,5.731,5.844,4.951,5.553,6.616,6.813,6.775,5.586,9.36,6.769,9.496,7.51,3.363,3.502,5.673,3.074,5.872,7.011,6.262,13.429,6.29,4.51,5.129,3.074,5.333,7.621,8.255,13.609,5.866,7.99,3.751,3.477,3.603,8.555,5.07,7.311,10.388,6.427,3.37,8.462,8.96,4.775,4.392,12.586,8.658,7.017,8.91,20.979,2.914,12.362,25.408,6.85,3.715,14.768,12.343,9.114,3.296,10.939,6.784,14.118,7.765,7.204,8.666,5.415,5.832,7.509,11.82,3.538,12.329,10.098,7.525,6.432,7.299,5.393,7.88,5.787,18.098,3.32,9.832,8.849,10.839,12.478,13.318,3.829,2.4,8.076,5.81,8.51,8.796
389.2679,0,0,0,3.552,3.873,4.663,2.729,6.442,3.414,0,5.747,0,0,0,4.41,2.228,2.629,3.714,6.087,5.986,3.709,4.048,3.228,2.368,4.426,7.575,5.336,2.13,3.11,3.994,4.291,3.165,4.897,4.597,10.344,2.224,3.312,6.535,4.556,2.09,4.438,4.014,6.762,1.691,2.507,4.933,1.113,4.483,1.428,1.874,1.573,3.874,5.136,3.171,1.145,2.673,2.453,3.457,2.296,4.242,3.514,4.796,1.307,4.882,2.041,2.878,0.284,2.184,3.284,0.668,3.291,1.26,0.878,3.007,0.753,2.24,2.396,1.247,0.224,1,1.288,2.406,1.627,0.973,0.937,4.413,1.484,1.736,1.614,1.866,3.662,0.799,0.774,4.135,2.016,1.897,8.2,0.504,3.137,0.248,1.437,1.541,2.95
554.3022,0,0,33.796,11.349,10.837,9.575,12.684,18.603,0,13.163,10.945,16.699,13.136,14.589,10.111,13.977,0,13.249,8.248,8.053,8.319,26.088,6.27,12.789,11.193,5.115,13.657,4.903,0,7.845,5.324,17.429,5.76,14.686,3.195,5.06,7.578,4.68,10.59,20.105,10.535,11.352,9.056,38.026,5.85,9.593,6.308,0,0,11.59,0,16.177,24.999,17.361,17.671,21.215,18.891,13.959,13.785,11.217,5.594,5.015,10.562,9.875,3.34,8.611,23.001,6.662,0,6.895,11.214,8.959,3.285,8.163,8.209,4.552,5.395,19.2,8.229,8.204,5.588,22.248,9.289,3.859,26.088,6.072,35.195,12.638,6.498,7.2,2.265,4.023,1.344,5.116,4.077,3.671,11.922,26.387,12.284,3.06,0,3.12,10.281
453.3214,2.862,10.074,1.313,4.055,6.642,11.985,6.046,4.584,6.127,4.655,9.71,5.155,3.254,2.096,11.179,5.051,5.34,9.909,8.354,2.689,7.733,13.77,15.233,7.7,4.749,16.321,12.327,6.076,4.723,20.612,10.187,12.296,8.873,9.818,13.823,10.919,7.948,14.899,3.841,5.062,6.479,12.778,19.816,7.218,2.934,10.173,0.762,7.455,2.96,4.945,0.675,3.271,11.379,2.287,1.056,10.193,5.126,12.752,6.429,15.19,3.034,11.608,5.846,18.474,10.871,6.074,2.846,4.749,10.363,0.798,9.644,3.954,1.626,9.13,1.079,16.898,6.463,8.488,1.974,3.257,0.606,9.269,9.696,1.468,4.774,23.406,4.373,2.833,9.649,8.704,10.488,3.485,1.683,13.385,2.69,4.061,8.019,2.915,9.581,2.885,8.063,12.17,3.01
274.1038,22.464,17.912,14.51,8.693,20.618,16.053,11.203,8.528,16.359,10.183,12.298,14.512,9.066,13.312,9.497,8.894,13.62,6.841,10.987,17.788,10.969,11.27,8.105,9.196,12.398,6.249,11.945,13.688,13.816,11.077,12.136,9.218,7.89,10.443,8.83,8.968,12.066,9.261,15.746,7.2,11.393,7.96,14.635,9.954,10.37,14.555,9.633,15.657,12.795,15.293,20.591,14.36,10.831,8.861,12.525,9.882,8.616,12.879,9.483,10.191,5.948,6.396,6.78,9.421,6.515,8.151,4.388,6.376,10.833,3.859,9.591,7.238,10.302,5.753,7.384,8.316,6.239,11.034,13.729,12.465,17.196,8.615,15.069,12.823,9.508,18.605,11.521,7.885,11.05,9.488,6.542,11.049,13.55,11.331,13.764,8.799,8.938,11.403,11.311,14.489,10.129,13.216,11.61
238.0238,23.429,21.843,24.336,14.343,23.669,21.76,13.488,12.236,16.214,11.644,15.74,36.335,12.698,12.49,14.723,20.189,19.323,13.71,11.335,23.526,17.551,13.676,16.254,19.364,14.195,7.833,8.822,11.215,21.191,9.273,11.964,25.248,8.75,10.936,10.201,18.496,20.31,12.938,12.719,7.602,16.264,11.308,18.73,10.16,16.608,18.197,15.324,12.841,19.858,18.995,15.986,15.19,7.686,14.9,19.353,14.328,15.879,15.926,14.092,19.258,7.719,12.89,16.633,9.124,11.537,5.124,17.638,8.996,17.608,6.805,13.171,16.889,16.289,7.575,7.825,15.387,7.016,20.627,15.339,10.398,15.319,10.582,21.606,11.422,14.466,13.26,8.71,13.04,7.983,8.939,7.134,7.863,18.447,9.406,16.783,5.498,7.876,11.751,7.856,10.811,10.41,11.076,19.098
529.0547,10.265,15,17.189,11.903,8.093,14.429,11.679,9.837,27.699,11.375,11.653,13.069,13.213,16.14,14.202,12.785,12.375,19.977,12.167,11.637,12.405,7.328,5.965,11.824,7.894,9.295,8.97,9.829,8.816,8.963,10.972,5.482,9.536,7.589,12.219,7.33,8.264,13.35,9.284,10.025,9.07,10.806,4.234,7.051,13.033,6.16,6.724,5.599,9.535,4.821,3.416,0,8.343,6.853,0,5.553,6.908,11.526,6.524,6.387,13.753,4.339,7.791,7.757,8.369,0,5.188,6.158,7.125,4.88,11.556,0,9.029,11.12,6.812,0,8.603,16.588,6.775,8.593,3.844,5.097,2.248,11.919,4.277,4.462,3.678,3.535,7.063,6.17,3.91,4.536,2.993,5.371,2.68,14.615,3.946,9.273,6.088,5.613,2.832,6.152,3.302
187.1219,66.954,7.829,0,33.355,48.558,15.874,10.127,34.905,37.047,17.067,8.778,0,7.286,2.666,8.796,12.177,14.011,4.573,31.663,26.566,3.785,4.171,78.351,19.983,10.227,37.877,55.93,13.62,3.893,20.652,45.149,12.134,32.544,38.904,15.025,11.303,30.756,39.308,3.89,4.327,7.424,11.422,9.239,1.472,12.19,2.208,18.983,56.962,51.174,7.502,31.653,61.801,1.141,4.513,0,3.708,1.459,5.653,2.406,50.642,29.717,99.452,1.432,10.183,21.592,0,9.727,62.907,6.346,66.58,0,32.372,1.34,17.301,5.982,0,31.97,0,1.405,15.168,35.717,4.572,25.251,34.046,1.106,17.26,7.612,1.54,5.752,6.101,49.852,1.55,22.689,7.883,28.225,11.534,137.544,1.991,0,19.074,45.979,12.126,56.334
559.4698,0,0,0.605,2.183,0,0,0,0.425,0,1.264,0.439,0,0,1.647,0.525,0,0.722,0,0,0,0.179,3.272,1.963,0.042,0,0.438,3.854,0.065,0.966,0.433,0.06,0,0.189,0.562,0.144,1.518,0.276,2.817,0.226,1.234,0.572,0.148,0.38,0.36,0.329,2.738,0,0.432,0,0,0.39,0,0.222,1.07,0.625,0,0.653,0,0.611,0,0.11,0.338,0,0.175,0.198,0.647,0.29,0.426,0,0.232,0,0.443,0,0.487,0,0,0,0.099,0.014,0.609,0.013,0.179,0.029,0.015,0.023,0.431,0.868,0.064,0.059,0.181,0.013,0.018,0,0.017,0.43,0.214,0.417,2.858,0.59,0,0.24,0,0
